station,fraction,species,raw_density,density_50cm3
st2,>150,Glomospira sp.,0,0
st2,>150,Haplophragmoides sp.,0,0
st2,>150,Hippocrepina sp. ,0,0
st2,>150,Hormosina globulifera,0,0
st2,>150,Hyalinonetrion sp.,0,0
st2,>150,Islandiella helenae,0,0
st2,>150,Islandiella norcrossi,0,0
st2,>150,Islandiella sp.,0,0
st2,>150,Labrospira crassimargo,0,0
st2,>150,Lagena striata,0,0
st2,>150,Lagenammina atlantica,0,0
st2,>150,Leptohalysis scottii ,0,0
st2,>150,Lotostomoides calomorpha,0,0
st2,>150,Melonis cf. barleeanus,0,0
st2,>150,Miliolinella circularis,0,0
st2,>150,Miliolinella sp.,0,0
st2,>150,Miliolinella sp. (juvenile),0,0
st2,>150,Nonion commune,0,0
st2,>150,Nonion sp.,0,0
st2,>150,Nonionella digitata,0,0
st2,>150,Nonionella turgida,0,0
st2,>150,Nonionellina labradorica,0,0
st2,>150,Paratrochammina sp.,0,0
st2,>150,Procerolagena gracilis,0,0
st2,>150,Psammosphaera fusca,0,0
st2,>150,Pullenia cf. osloensis,0,0
st2,>150,Pyrgo williamsoni,0,0
st2,>150,Pyrulina cylindroides,0,0
st2,>150,Pyrulina sp.,0,0
st2,>150,Quinqueloculina arctica,0,0
st2,>150,Quinqueloculina seminula,0,0
st2,>150,Quinqueloculina stalkeri,11,8.645453698819008
st2,>150,Recurvoides turbinatus,0,0
st2,>150,Reophax catella,0,0
st2,>150,Reophax fusiformis,0,0
st2,>150,Reophax scorpiurus,0,0
st2,>150,Reophax sp. ,0,0
st2,>150,Robertina arctica,0,0
st2,>150,Saccammina cf. sphaerica,48,37.72561614030112
st2,>150,Silicosigmoilina groenlandica,0,0
st2,>150,Siphonaperta agglutinata,0,0
st2,>150,Spiroplectammina biformis,0,0
st2,>150,Stainforthia feylingi,0,0
st2,>150,Stainforthia loeblichi,0,0
st2,>150,Textularia earlandi,6,4.71570201753764
st2,>150,Textularia torquata,0,0
st2,>150,Trifarina fluens,0,0
st2,>150,Triloculina oblonga,0,0
st2,>150,Triloculina trihedra,0,0
st2,>150,Trochammina inflata,0,0
st2,>150,Trochammina sp.,0,0
st3,63-100,Adercotryma glomeratum,4,3.1438013450250937
st3,63-100,Ammodiscus sp.,4,3.1438013450250937
st3,63-100,Ammonia sp.,0,0
st3,63-100,Ammotium cassis,0,0
st3,63-100,Astrononion gallowayi,0,0
st3,63-100,Astrononion sp.,48,37.72561614030112
st3,63-100,Baculogypsinoides sp.,0,0
st3,63-100,Bolivina pseudopunctata,300,235.785100876882
st3,63-100,Buccella frigida,0,0
st3,63-100,Buccella sp.,0,0
st3,63-100,Capsammina bowmanni,0,0
st3,63-100,Cassidulina neoteretis,0,0
st3,63-100,Cassidulina reniforme,116,91.17023900572771
st3,63-100,Cassidulina sp.,0,0
st3,63-100,Cassidulina sp. morphotype 1,0,0
st3,63-100,Cassidulina sp. morphotype 2,0,0
st3,63-100,Cibicidoides lobatulus,0,0
st3,63-100,Cornuspira foliacea,0,0
st3,63-100,Cornuspira involvens,0,0
st3,63-100,Cornuspira sp.,4,3.1438013450250937
st3,63-100,Cuneata arctica,64,50.3008215204015
st3,63-100,Dentalina ittai,0,0
st3,63-100,Discorbina sp.,0,0
st3,63-100,Discorbinella bertheloti,0,0
st3,63-100,Eggerella advena,0,0
st3,63-100,Elphidium bartletti,0,0
st3,63-100,Elphidium clavatum,0,0
st3,63-100,Elphidium sp.,32,25.15041076020075
st3,63-100,Epistominella exigua,72,56.588424210451684
st3,63-100,Eponides sp.,0,0
st3,63-100,Fissurina sp.,0,0
st3,63-100,Globobulimina auriculata,0,0
st3,63-100,Globobulimina sp.,0,0
st3,63-100,Globocassidulina sp.,0,0
st3,63-100,Glomospira sp.,0,0
st3,63-100,Haplophragmoides sp.,0,0
st3,63-100,Hippocrepina sp. ,0,0
st3,63-100,Hormosina globulifera,0,0
st3,63-100,Hyalinonetrion sp.,0,0
st3,63-100,Islandiella helenae,12,9.43140403507528
st3,63-100,Islandiella norcrossi,0,0
st3,63-100,Islandiella sp.,0,0
st3,63-100,Labrospira crassimargo,0,0
st3,63-100,Lagena striata,0,0
st3,63-100,Lagenammina atlantica,8,6.287602690050187
st3,63-100,Leptohalysis scottii ,24,18.86280807015056
st3,63-100,Lotostomoides calomorpha,32,25.15041076020075
st3,63-100,Melonis cf. barleeanus,52,40.86941748532622
st3,63-100,Miliolinella circularis,0,0
st3,63-100,Miliolinella sp.,0,0
st3,63-100,Miliolinella sp. (juvenile),0,0
st3,63-100,Nonion commune,0,0
st3,63-100,Nonion sp.,0,0
st3,63-100,Nonionella digitata,0,0
st3,63-100,Nonionella turgida,0,0
st3,63-100,Nonionellina labradorica,512,402.406572163212
st3,63-100,Paratrochammina sp.,0,0
st3,63-100,Procerolagena gracilis,0,0
st3,63-100,Psammosphaera fusca,0,0
st3,63-100,Pullenia cf. osloensis,16,12.575205380100375
st3,63-100,Pyrgo williamsoni,0,0
st3,63-100,Pyrulina cylindroides,12,9.43140403507528
st3,63-100,Pyrulina sp.,0,0
st3,63-100,Quinqueloculina arctica,0,0
st3,63-100,Quinqueloculina seminula,0,0
st3,63-100,Quinqueloculina stalkeri,28,22.006609415175653
st3,63-100,Recurvoides turbinatus,0,0
st3,63-100,Reophax catella,0,0
st3,63-100,Reophax fusiformis,16,12.575205380100375
st3,63-100,Reophax scorpiurus,0,0
st3,63-100,Reophax sp. ,0,0
st3,63-100,Robertina arctica,0,0
st3,63-100,Saccammina cf. sphaerica,0,0
st3,63-100,Silicosigmoilina groenlandica,0,0
st3,63-100,Siphonaperta agglutinata,0,0
st3,63-100,Spiroplectammina biformis,304,238.9289022219071
st3,63-100,Stainforthia feylingi,708,556.4528380694414
st3,63-100,Stainforthia loeblichi,56,44.013218830351306
st3,63-100,Textularia earlandi,548,430.7007842684378
st3,63-100,Textularia torquata,8,6.287602690050187
st3,63-100,Trifarina fluens,0,0
st3,63-100,Triloculina oblonga,0,0
st3,63-100,Triloculina trihedra,0,0
st3,63-100,Trochammina inflata,0,0
st3,63-100,Trochammina sp.,0,0
st3,100-125,Adercotryma glomeratum,2,1.5719006725125468
st3,100-125,Ammodiscus sp.,0,0
st3,100-125,Ammonia sp.,0,0
st3,100-125,Ammotium cassis,0,0
st3,100-125,Astrononion gallowayi,1,0.7859503362562734
st3,100-125,Astrononion sp.,5,3.929751681281367
st3,100-125,Baculogypsinoides sp.,0,0
st3,100-125,Bolivina pseudopunctata,2,1.5719006725125468
st3,100-125,Buccella frigida,0,0
st3,100-125,Buccella sp.,0,0
st3,100-125,Capsammina bowmanni,0,0
st3,100-125,Cassidulina neoteretis,0,0
st3,100-125,Cassidulina reniforme,51,40.08346714906994
st3,100-125,Cassidulina sp.,0,0
st3,100-125,Cassidulina sp. morphotype 1,0,0
st3,100-125,Cassidulina sp. morphotype 2,0,0
st3,100-125,Cibicidoides lobatulus,0,0
st3,100-125,Cornuspira foliacea,0,0
st3,100-125,Cornuspira involvens,0,0
st3,100-125,Cornuspira sp.,0,0
st3,100-125,Cuneata arctica,2,1.5719006725125468
st3,100-125,Dentalina ittai,0,0
st3,100-125,Discorbina sp.,0,0
st3,100-125,Discorbinella bertheloti,0,0
st3,100-125,Eggerella advena,0,0
st3,100-125,Elphidium bartletti,0,0
st3,100-125,Elphidium clavatum,0,0
st3,100-125,Elphidium sp.,6,4.71570201753764
st3,100-125,Epistominella exigua,3,2.35785100876882
st3,100-125,Eponides sp.,0,0
st3,100-125,Fissurina sp.,0,0
st3,100-125,Globobulimina auriculata,0,0
st3,100-125,Globobulimina sp.,0,0
st3,100-125,Globocassidulina sp.,1,0.7859503362562734
st3,100-125,Glomospira sp.,1,0.7859503362562734
st3,100-125,Haplophragmoides sp.,0,0
st3,100-125,Hippocrepina sp. ,0,0
st3,100-125,Hormosina globulifera,0,0
st3,100-125,Hyalinonetrion sp.,2,1.5719006725125468
st3,100-125,Islandiella helenae,4,3.1438013450250937
st3,100-125,Islandiella norcrossi,0,0
st3,100-125,Islandiella sp.,0,0
st3,100-125,Labrospira crassimargo,0,0
st3,100-125,Lagena striata,0,0
st3,100-125,Lagenammina atlantica,5,3.929751681281367
st3,100-125,Leptohalysis scottii ,0,0
st3,100-125,Lotostomoides calomorpha,0,0
st3,100-125,Melonis cf. barleeanus,42,33.009914122763476
st3,100-125,Miliolinella circularis,0,0
st3,100-125,Miliolinella sp.,5,3.929751681281367
st3,100-125,Miliolinella sp. (juvenile),0,0
st3,100-125,Nonion commune,0,0
st3,100-125,Nonion sp.,0,0
st3,100-125,Nonionella digitata,0,0
st3,100-125,Nonionella turgida,0,0
st3,100-125,Nonionellina labradorica,347,272.72476668092685
st3,100-125,Paratrochammina sp.,0,0
st3,100-125,Procerolagena gracilis,0,0
st3,100-125,Psammosphaera fusca,1,0.7859503362562734
st3,100-125,Pullenia cf. osloensis,7,5.501652353793913
st3,100-125,Pyrgo williamsoni,2,1.5719006725125468
st3,100-125,Pyrulina cylindroides,4,3.1438013450250937
st3,100-125,Pyrulina sp.,1,0.7859503362562734
st3,100-125,Quinqueloculina arctica,0,0
st3,100-125,Quinqueloculina seminula,2,1.5719006725125468
st3,100-125,Quinqueloculina stalkeri,2,1.5719006725125468
st3,100-125,Recurvoides turbinatus,0,0
st3,100-125,Reophax catella,0,0
st3,100-125,Reophax fusiformis,9,7.0735530263064605
st3,100-125,Reophax scorpiurus,0,0
st3,100-125,Reophax sp. ,0,0
st3,100-125,Robertina arctica,0,0
st3,100-125,Saccammina cf. sphaerica,0,0
st3,100-125,Silicosigmoilina groenlandica,0,0
st3,100-125,Siphonaperta agglutinata,7,5.501652353793913
st3,100-125,Spiroplectammina biformis,47,36.93966580404485
st3,100-125,Stainforthia feylingi,5,3.929751681281367
st3,100-125,Stainforthia loeblichi,14,11.003304707587827
st3,100-125,Textularia earlandi,123,96.67189135952162
st3,100-125,Textularia torquata,0,0
st3,100-125,Trifarina fluens,0,0
st3,100-125,Triloculina oblonga,1,0.7859503362562734
st3,100-125,Triloculina trihedra,0,0
st3,100-125,Trochammina inflata,0,0
st3,100-125,Trochammina sp.,0,0
st3,125-150,Adercotryma glomeratum,3,2.35785100876882
st3,125-150,Ammodiscus sp.,0,0
st3,125-150,Ammonia sp.,0,0
st3,125-150,Ammotium cassis,0,0
st3,125-150,Astrononion gallowayi,5,3.929751681281367
st3,125-150,Astrononion sp.,0,0
st3,125-150,Baculogypsinoides sp.,0,0
st3,125-150,Bolivina pseudopunctata,2,1.5719006725125468
st3,125-150,Buccella frigida,0,0
st3,125-150,Buccella sp.,0,0
st3,125-150,Capsammina bowmanni,1,0.7859503362562734
st3,125-150,Cassidulina neoteretis,0,0
st3,125-150,Cassidulina reniforme,44,34.58181479527603
st3,125-150,Cassidulina sp.,0,0
st3,125-150,Cassidulina sp. morphotype 1,0,0
st3,125-150,Cassidulina sp. morphotype 2,2,1.5719006725125468
st3,125-150,Cibicidoides lobatulus,0,0
st3,125-150,Cornuspira foliacea,0,0
st3,125-150,Cornuspira involvens,1,0.7859503362562734
st3,125-150,Cornuspira sp.,0,0
st3,125-150,Cuneata arctica,0,0
st3,125-150,Dentalina ittai,0,0
st3,125-150,Discorbina sp.,0,0
st3,125-150,Discorbinella bertheloti,0,0
st3,125-150,Eggerella advena,0,0
st3,125-150,Elphidium bartletti,0,0
st3,125-150,Elphidium clavatum,0,0
st3,125-150,Elphidium sp.,0,0
st3,125-150,Epistominella exigua,3,2.35785100876882
st3,125-150,Eponides sp.,0,0
st3,125-150,Fissurina sp.,0,0
st3,125-150,Globobulimina auriculata,0,0
st3,125-150,Globobulimina sp.,4,3.1438013450250937
st3,125-150,Globocassidulina sp.,0,0
st3,125-150,Glomospira sp.,0,0
st3,125-150,Haplophragmoides sp.,0,0
st3,125-150,Hippocrepina sp. ,0,0
st3,125-150,Hormosina globulifera,0,0
st3,125-150,Hyalinonetrion sp.,0,0
st3,125-150,Islandiella helenae,1,0.7859503362562734
st3,125-150,Islandiella norcrossi,0,0
st3,125-150,Islandiella sp.,0,0
st3,125-150,Labrospira crassimargo,1,0.7859503362562734
st3,125-150,Lagena striata,0,0
st3,125-150,Lagenammina atlantica,16,12.575205380100375
st3,125-150,Leptohalysis scottii ,0,0
st3,125-150,Lotostomoides calomorpha,0,0
st3,125-150,Melonis cf. barleeanus,9,7.0735530263064605
st3,125-150,Miliolinella circularis,0,0
st3,125-150,Miliolinella sp.,2,1.5719006725125468
st3,125-150,Miliolinella sp. (juvenile),2,1.5719006725125468
st3,125-150,Nonion commune,0,0
st3,125-150,Nonion sp.,0,0
st3,125-150,Nonionella digitata,0,0
st3,125-150,Nonionella turgida,0,0
st3,125-150,Nonionellina labradorica,409,321.4536875288158
st3,125-150,Paratrochammina sp.,0,0
st3,125-150,Procerolagena gracilis,0,0
st3,125-150,Psammosphaera fusca,15,11.7892550438441
st3,125-150,Pullenia cf. osloensis,3,2.35785100876882
st3,125-150,Pyrgo williamsoni,10,7.859503362562734
st3,125-150,Pyrulina cylindroides,2,1.5719006725125468
st3,125-150,Pyrulina sp.,0,0
st3,125-150,Quinqueloculina arctica,0,0
st3,125-150,Quinqueloculina seminula,0,0
st3,125-150,Quinqueloculina stalkeri,2,1.5719006725125468
st3,125-150,Recurvoides turbinatus,0,0
st3,125-150,Reophax catella,1,0.7859503362562734
st3,125-150,Reophax fusiformis,22,17.290907397638016
st3,125-150,Reophax scorpiurus,0,0
st3,125-150,Reophax sp. ,0,0
st3,125-150,Robertina arctica,0,0
st3,125-150,Saccammina cf. sphaerica,0,0
st3,125-150,Silicosigmoilina groenlandica,1,0.7859503362562734
st3,125-150,Siphonaperta agglutinata,7,5.501652353793913
st3,125-150,Spiroplectammina biformis,10,7.859503362562734
st3,125-150,Stainforthia feylingi,0,0
st3,125-150,Stainforthia loeblichi,15,11.7892550438441
st3,125-150,Textularia earlandi,8,6.287602690050187
st3,125-150,Textularia torquata,0,0
st3,125-150,Trifarina fluens,0,0
st3,125-150,Triloculina oblonga,0,0
st3,125-150,Triloculina trihedra,0,0
st3,125-150,Trochammina inflata,0,0
st3,125-150,Trochammina sp.,0,0
st3,>150,Adercotryma glomeratum,10,7.859503362562734
st3,>150,Ammodiscus sp.,0,0
st3,>150,Ammonia sp.,0,0
st3,>150,Ammotium cassis,7,5.501652353793913
st3,>150,Astrononion gallowayi,20,15.719006725125467
st3,>150,Astrononion sp.,0,0
st3,>150,Baculogypsinoides sp.,0,0
st3,>150,Bolivina pseudopunctata,0,0
st3,>150,Buccella frigida,0,0
st3,>150,Buccella sp.,0,0
st3,>150,Capsammina bowmanni,0,0
st3,>150,Cassidulina neoteretis,2,1.5719006725125468
st3,>150,Cassidulina reniforme,16,12.575205380100375
st3,>150,Cassidulina sp.,0,0
st3,>150,Cassidulina sp. morphotype 1,15,11.7892550438441
st3,>150,Cassidulina sp. morphotype 2,108,84.88263631567752
st3,>150,Cibicidoides lobatulus,0,0
st3,>150,Cornuspira foliacea,0,0
st3,>150,Cornuspira involvens,3,2.35785100876882
st3,>150,Cornuspira sp.,0,0
st3,>150,Cuneata arctica,0,0
st3,>150,Dentalina ittai,0,0
st3,>150,Discorbina sp.,0,0
st3,>150,Discorbinella bertheloti,0,0
st3,>150,Eggerella advena,0,0
st3,>150,Elphidium bartletti,0,0
st3,>150,Elphidium clavatum,6,4.71570201753764
st3,>150,Elphidium sp.,0,0
st3,>150,Epistominella exigua,1,0.7859503362562734
st3,>150,Eponides sp.,0,0
st3,>150,Fissurina sp.,0,0
st3,>150,Globobulimina auriculata,22,17.290907397638016
st3,>150,Globobulimina sp.,0,0
st3,>150,Globocassidulina sp.,0,0
st3,>150,Glomospira sp.,0,0
st3,>150,Haplophragmoides sp.,0,0
st3,>150,Hippocrepina sp. ,0,0
st3,>150,Hormosina globulifera,0,0
st3,>150,Hyalinonetrion sp.,1,0.7859503362562734
st3,>150,Islandiella helenae,13,10.217354371331554
st3,>150,Islandiella norcrossi,5,3.929751681281367
st3,>150,Islandiella sp.,0,0
st3,>150,Labrospira crassimargo,26,20.43470874266311
st3,>150,Lagena striata,0,0
st3,>150,Lagenammina atlantica,18,14.147106052612921
st3,>150,Leptohalysis scottii ,0,0
st3,>150,Lotostomoides calomorpha,0,0
st3,>150,Melonis cf. barleeanus,0,0
st3,>150,Miliolinella circularis,0,0
st3,>150,Miliolinella sp.,3,2.35785100876882
st3,>150,Miliolinella sp. (juvenile),0,0
st3,>150,Nonion commune,0,0
st3,>150,Nonion sp.,0,0
st3,>150,Nonionella digitata,0,0
st3,>150,Nonionella turgida,0,0
st3,>150,Nonionellina labradorica,1310,1029.594940495718
st3,>150,Paratrochammina sp.,0,0
st3,>150,Procerolagena gracilis,0,0
st3,>150,Psammosphaera fusca,0,0
st3,>150,Pullenia cf. osloensis,0,0
st3,>150,Pyrgo williamsoni,37,29.080162441482116
st3,>150,Pyrulina cylindroides,0,0
st3,>150,Pyrulina sp.,1,0.7859503362562734
st3,>150,Quinqueloculina arctica,7,5.501652353793913
st3,>150,Quinqueloculina seminula,5,3.929751681281367
st3,>150,Quinqueloculina stalkeri,0,0
st3,>150,Recurvoides turbinatus,0,0
st3,>150,Reophax catella,0,0
st3,>150,Reophax fusiformis,42,33.009914122763476
st3,>150,Reophax scorpiurus,1,0.7859503362562734
st3,>150,Reophax sp. ,0,0
st3,>150,Robertina arctica,6,4.71570201753764
st3,>150,Saccammina cf. sphaerica,0,0
st3,>150,Silicosigmoilina groenlandica,2,1.5719006725125468
st3,>150,Siphonaperta agglutinata,10,7.859503362562734
st3,>150,Spiroplectammina biformis,0,0
st3,>150,Stainforthia feylingi,0,0
st3,>150,Stainforthia loeblichi,3,2.35785100876882
st3,>150,Textularia earlandi,2,1.5719006725125468
st3,>150,Textularia torquata,0,0
st3,>150,Trifarina fluens,0,0
st3,>150,Triloculina oblonga,0,0
st3,>150,Triloculina trihedra,0,0
st3,>150,Trochammina inflata,0,0
st3,>150,Trochammina sp.,0,0
st4,63-100,Adercotryma glomeratum,0,0
st4,63-100,Ammodiscus sp.,0,0
st4,63-100,Ammonia sp.,0,0
st4,63-100,Ammotium cassis,0,0
st4,63-100,Astrononion gallowayi,0,0
st4,63-100,Astrononion sp.,21,16.504957061381738
st4,63-100,Baculogypsinoides sp.,0,0
st4,63-100,Bolivina pseudopunctata,219,172.12312364012385
st4,63-100,Buccella frigida,0,0
st4,63-100,Buccella sp.,2,1.5719006725125468
st4,63-100,Capsammina bowmanni,0,0
st4,63-100,Cassidulina neoteretis,0,0
st4,63-100,Cassidulina reniforme,133,104.53139472208434
st4,63-100,Cassidulina sp.,0,0
st4,63-100,Cassidulina sp. morphotype 1,0,0
st4,63-100,Cassidulina sp. morphotype 2,0,0
st4,63-100,Cibicidoides lobatulus,0,0
st4,63-100,Cornuspira foliacea,0,0
st4,63-100,Cornuspira involvens,0,0
st4,63-100,Cornuspira sp.,2,1.5719006725125468
st4,63-100,Cuneata arctica,71,55.8024738741954
st4,63-100,Dentalina ittai,0,0
st4,63-100,Discorbina sp.,0,0
st4,63-100,Discorbinella bertheloti,0,0
st4,63-100,Eggerella advena,0,0
st4,63-100,Elphidium bartletti,0,0
st4,63-100,Elphidium clavatum,0,0
st4,63-100,Elphidium sp.,95,74.66528194434596
st4,63-100,Epistominella exigua,69,54.230573201682866
st4,63-100,Eponides sp.,0,0
st4,63-100,Fissurina sp.,9,7.0735530263064605
st4,63-100,Globobulimina auriculata,0,0
st4,63-100,Globobulimina sp.,3,2.35785100876882
st4,63-100,Globocassidulina sp.,0,0
st4,63-100,Glomospira sp.,3,2.35785100876882
st4,63-100,Haplophragmoides sp.,0,0
st4,63-100,Hippocrepina sp. ,0,0
st4,63-100,Hormosina globulifera,0,0
st4,63-100,Hyalinonetrion sp.,0,0
st4,63-100,Islandiella helenae,3,2.35785100876882
st4,63-100,Islandiella norcrossi,0,0
st4,63-100,Islandiella sp.,3,2.35785100876882
st4,63-100,Labrospira crassimargo,0,0
st4,63-100,Lagena striata,0,0
st4,63-100,Lagenammina atlantica,19,14.933056388869193
st4,63-100,Leptohalysis scottii ,16,12.575205380100375
st4,63-100,Lotostomoides calomorpha,3,2.35785100876882
st4,63-100,Melonis cf. barleeanus,29,22.792559751431927
st4,63-100,Miliolinella circularis,4,3.1438013450250937
st4,63-100,Miliolinella sp.,7,5.501652353793913
st4,63-100,Miliolinella sp. (juvenile),0,0
st4,63-100,Nonion commune,0,0
st4,63-100,Nonion sp.,0,0
st4,63-100,Nonionella digitata,0,0
st4,63-100,Nonionella turgida,0,0
st4,63-100,Nonionellina labradorica,21,16.504957061381738
st4,63-100,Paratrochammina sp.,0,0
st4,63-100,Procerolagena gracilis,0,0
st4,63-100,Psammosphaera fusca,0,0
st4,63-100,Pullenia cf. osloensis,12,9.43140403507528
st4,63-100,Pyrgo williamsoni,0,0
st4,63-100,Pyrulina cylindroides,0,0
st4,63-100,Pyrulina sp.,0,0
st4,63-100,Quinqueloculina arctica,0,0
st4,63-100,Quinqueloculina seminula,0,0
st4,63-100,Quinqueloculina stalkeri,26,20.43470874266311
st4,63-100,Recurvoides turbinatus,0,0
st4,63-100,Reophax catella,5,3.929751681281367
st4,63-100,Reophax fusiformis,9,7.0735530263064605
st4,63-100,Reophax scorpiurus,0,0
st4,63-100,Reophax sp. ,0,0
st4,63-100,Robertina arctica,0,0
st4,63-100,Saccammina cf. sphaerica,0,0
st4,63-100,Silicosigmoilina groenlandica,0,0
st4,63-100,Siphonaperta agglutinata,2,1.5719006725125468
st4,63-100,Spiroplectammina biformis,125,98.24379203203416
st4,63-100,Stainforthia feylingi,381,299.44707811364015
st4,63-100,Stainforthia loeblichi,24,18.86280807015056
st4,63-100,Textularia earlandi,199,156.40411691499838
st4,63-100,Textularia torquata,0,0
st4,63-100,Trifarina fluens,0,0
st4,63-100,Triloculina oblonga,0,0
st4,63-100,Triloculina trihedra,0,0
st4,63-100,Trochammina inflata,0,0
st4,63-100,Trochammina sp.,0,0
st4,100-125,Adercotryma glomeratum,0,0
st4,100-125,Ammodiscus sp.,0,0
st4,100-125,Ammonia sp.,0,0
st4,100-125,Ammotium cassis,0,0
st4,100-125,Astrononion gallowayi,1,0.7859503362562734
st4,100-125,Astrononion sp.,0,0
st4,100-125,Baculogypsinoides sp.,0,0
st4,100-125,Bolivina pseudopunctata,6,4.71570201753764
st4,100-125,Buccella frigida,2,1.5719006725125468
st4,100-125,Buccella sp.,0,0
st4,100-125,Capsammina bowmanni,0,0
st4,100-125,Cassidulina neoteretis,0,0
st4,100-125,Cassidulina reniforme,31,24.36446042394447
st4,100-125,Cassidulina sp.,0,0
st4,100-125,Cassidulina sp. morphotype 1,0,0
st4,100-125,Cassidulina sp. morphotype 2,0,0
st4,100-125,Cibicidoides lobatulus,0,0
st4,100-125,Cornuspira foliacea,0,0
st4,100-125,Cornuspira involvens,0,0
st4,100-125,Cornuspira sp.,0,0
st4,100-125,Cuneata arctica,9,7.0735530263064605
st4,100-125,Dentalina ittai,0,0
st4,100-125,Discorbina sp.,0,0
st4,100-125,Discorbinella bertheloti,0,0
st4,100-125,Eggerella advena,0,0
st4,100-125,Elphidium bartletti,0,0
st4,100-125,Elphidium clavatum,0,0
st4,100-125,Elphidium sp.,10,7.859503362562734
st4,100-125,Epistominella exigua,4,3.1438013450250937
st4,100-125,Eponides sp.,0,0
st4,100-125,Fissurina sp.,0,0
st4,100-125,Globobulimina auriculata,0,0
st4,100-125,Globobulimina sp.,0,0
st4,100-125,Globocassidulina sp.,0,0
st4,100-125,Glomospira sp.,0,0
st4,100-125,Haplophragmoides sp.,0,0
st4,100-125,Hippocrepina sp. ,0,0
st4,100-125,Hormosina globulifera,0,0
st4,100-125,Hyalinonetrion sp.,0,0
st4,100-125,Islandiella helenae,2,1.5719006725125468
st4,100-125,Islandiella norcrossi,0,0
st4,100-125,Islandiella sp.,0,0
st4,100-125,Labrospira crassimargo,0,0
st4,100-125,Lagena striata,0,0
st4,100-125,Lagenammina atlantica,6,4.71570201753764
st4,100-125,Leptohalysis scottii ,0,0
st4,100-125,Lotostomoides calomorpha,1,0.7859503362562734
st4,100-125,Melonis cf. barleeanus,35,27.508261768969568
st4,100-125,Miliolinella circularis,0,0
st4,100-125,Miliolinella sp.,0,0
st4,100-125,Miliolinella sp. (juvenile),0,0
st4,100-125,Nonion commune,0,0
st4,100-125,Nonion sp.,0,0
st4,100-125,Nonionella digitata,0,0
st4,100-125,Nonionella turgida,0,0
st4,100-125,Nonionellina labradorica,16,12.575205380100375
st4,100-125,Paratrochammina sp.,0,0
st4,100-125,Procerolagena gracilis,0,0
st4,100-125,Psammosphaera fusca,0,0
st4,100-125,Pullenia cf. osloensis,2,1.5719006725125468
st4,100-125,Pyrgo williamsoni,1,0.7859503362562734
st4,100-125,Pyrulina cylindroides,0,0
st4,100-125,Pyrulina sp.,1,0.7859503362562734
st4,100-125,Quinqueloculina arctica,0,0
st4,100-125,Quinqueloculina seminula,0,0
st4,100-125,Quinqueloculina stalkeri,4,3.1438013450250937
st4,100-125,Recurvoides turbinatus,0,0
st4,100-125,Reophax catella,0,0
st4,100-125,Reophax fusiformis,1,0.7859503362562734
st4,100-125,Reophax scorpiurus,0,0
st4,100-125,Reophax sp. ,0,0
st4,100-125,Robertina arctica,1,0.7859503362562734
st4,100-125,Saccammina cf. sphaerica,0,0
st4,100-125,Silicosigmoilina groenlandica,0,0
st4,100-125,Siphonaperta agglutinata,0,0
st4,100-125,Spiroplectammina biformis,76,59.732225555476774
st4,100-125,Stainforthia feylingi,8,6.287602690050187
st4,100-125,Stainforthia loeblichi,4,3.1438013450250937
st4,100-125,Textularia earlandi,144,113.17684842090337
st4,100-125,Textularia torquata,0,0
st4,100-125,Trifarina fluens,0,0
st4,100-125,Triloculina oblonga,0,0
st4,100-125,Triloculina trihedra,0,0
st4,100-125,Trochammina inflata,0,0
st4,100-125,Trochammina sp.,0,0
st4,125-150,Adercotryma glomeratum,1,0.7859503362562734
st4,125-150,Ammodiscus sp.,0,0
st4,125-150,Ammonia sp.,0,0
st4,125-150,Ammotium cassis,0,0
st4,125-150,Astrononion gallowayi,6,4.71570201753764
st4,125-150,Astrononion sp.,0,0
st4,125-150,Baculogypsinoides sp.,0,0
st4,125-150,Bolivina pseudopunctata,0,0
st4,125-150,Buccella frigida,0,0
st4,125-150,Buccella sp.,0,0
st4,125-150,Capsammina bowmanni,0,0
st4,125-150,Cassidulina neoteretis,0,0
st4,125-150,Cassidulina reniforme,42,33.009914122763476
st4,125-150,Cassidulina sp.,0,0
st4,125-150,Cassidulina sp. morphotype 1,0,0
st4,125-150,Cassidulina sp. morphotype 2,1,0.7859503362562734
st4,125-150,Cibicidoides lobatulus,0,0
st4,125-150,Cornuspira foliacea,0,0
st4,125-150,Cornuspira involvens,0,0
st4,125-150,Cornuspira sp.,0,0
st4,125-150,Cuneata arctica,3,2.35785100876882
st4,125-150,Dentalina ittai,0,0
st4,125-150,Discorbina sp.,0,0
st4,125-150,Discorbinella bertheloti,0,0
st4,125-150,Eggerella advena,0,0
st4,125-150,Elphidium bartletti,0,0
st4,125-150,Elphidium clavatum,2,1.5719006725125468
st4,125-150,Elphidium sp.,0,0
st4,125-150,Epistominella exigua,3,2.35785100876882
st4,125-150,Eponides sp.,0,0
st4,125-150,Fissurina sp.,0,0
st4,125-150,Globobulimina auriculata,0,0
st4,125-150,Globobulimina sp.,8,6.287602690050187
st4,125-150,Globocassidulina sp.,0,0
st4,125-150,Glomospira sp.,0,0
st4,125-150,Haplophragmoides sp.,0,0
st4,125-150,Hippocrepina sp. ,0,0
st4,125-150,Hormosina globulifera,0,0
st4,125-150,Hyalinonetrion sp.,0,0
st4,125-150,Islandiella helenae,1,0.7859503362562734
